"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","Full Term","User Ids"
"REACTOME_PATHWAY","G0 and Early G1","5","213","27","10908","1.71e-3","5.87e-3","9.48","8.01e-1","3.97e-3","1.54e-4","R-HSA-1538133~G0 and Early G1","TOP2A,PCNA,MYC,LIN9,CDC6"
"REACTOME_PATHWAY","SUMOylation of DNA replication proteins","6","213","45","10908","1.72e-3","5.87e-3","6.83","8.02e-1","3.97e-3","2.23e-4","R-HSA-4615885~SUMOylation of DNA replication proteins","TOP2A,TOP2B,PCNA,SEH1L,NUP43,AURKA"
"REACTOME_PATHWAY","Signaling by Rho GTPases, Miro GTPases and RHOBTB3","26","213","685","10908","1.72e-3","5.87e-3","1.94","8.02e-1","3.97e-3","8.44e-4","R-HSA-9716542~Signaling by Rho GTPases, Miro GTPases and RHOBTB3","STEAP3,SEH1L,ARPC1A,CLTC,PIK3R4,CENPA,ACTB,ACTG1,PPP1CC,CAPZB,PPP2R1B,NUF2,NUP43,BUB3,CCT2,PPP2R5B,DYNLL1,ARFGAP3,CKAP5,CCT6A,DYNC1LI2,ARPC2,ARPC3,CENPQ,TUBA8,MAD2L1"
"REACTOME_PATHWAY","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)","4","213","13","10908","1.79e-3","6.10e-3","15.76","8.15e-1","4.12e-3","8.80e-5","R-HSA-5358565~Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)","PCNA,EXO1,POLD2,RPA2"
"GOTERM_BP_DIRECT","DNA-templated DNA replication","5","245","36","16251","2.00e-3","4.20e-2","9.21","9.17e-1","4.02e-2","1.92e-4","GO:0006261~DNA-templated DNA replication","RFC5,RFC3,RFC2,POLE2,POLD2"
"GOTERM_BP_DIRECT","protein folding","10","245","186","16251","2.03e-3","4.20e-2","3.57","9.20e-1","4.02e-2","5.31e-4","GO:0006457~protein folding","CCT3,CCT6A,CCT2,MKKS,VBP1,KHSRP,TCP1,DNAJC21,PPID,PDRG1"
"GOTERM_BP_DIRECT","poly(A)+ mRNA export from nucleus","4","245","19","16251","2.71e-3","5.44e-2","13.96","9.66e-1","5.20e-2","1.63e-4","GO:0016973~poly(A)+ mRNA export from nucleus","NXF1,PCID2,DDX19B,NXT1"
"GOTERM_BP_DIRECT","spliceosomal snRNP assembly","6","245","64","16251","2.72e-3","5.44e-2","6.22","9.66e-1","5.20e-2","3.99e-4","GO:0000387~spliceosomal snRNP assembly","SF3B3,SNRPD1,GEMIN2,SNRPD3,GEMIN8,USP39"
"REACTOME_PATHWAY","PINK1-PRKN Mediated Mitophagy","5","213","31","10908","2.89e-3","9.80e-3","8.26","9.34e-1","6.63e-3","3.04e-4","R-HSA-5205685~PINK1-PRKN Mediated Mitophagy","UBE2D3,UBE2V1,RPS27A,UBA52,UBE2L3"
"GOTERM_BP_DIRECT","mitotic intra-S DNA damage checkpoint signaling","4","245","20","16251","3.16e-3","6.20e-2","13.27","9.80e-1","5.93e-2","2.02e-4","GO:0031573~mitotic intra-S DNA damage checkpoint signaling","FANCD2,EME2,HUS1,RAD17"
"GOTERM_BP_DIRECT","telomere maintenance via semi-conservative replication","3","245","6","16251","3.24e-3","6.20e-2","33.17","9.82e-1","5.93e-2","6.55e-5","GO:0032201~telomere maintenance via semi-conservative replication","UPF1,FEN1,WRN"
"GOTERM_BP_DIRECT","DNA damage checkpoint signaling","5","245","41","16251","3.25e-3","6.20e-2","8.09","9.82e-1","5.93e-2","3.60e-4","GO:0000077~DNA damage checkpoint signaling","RPA4,DONSON,HUS1,RPA2,RAD17"
"REACTOME_PATHWAY","snRNP Assembly","6","213","53","10908","3.56e-3","1.19e-2","5.80","9.65e-1","8.07e-3","5.52e-4","R-HSA-191859~snRNP Assembly","SEH1L,SNRPD1,GEMIN2,NUP43,SNRPD3,GEMIN8"
"REACTOME_PATHWAY","Metabolism of non-coding RNA","6","213","53","10908","3.56e-3","1.19e-2","5.80","9.65e-1","8.07e-3","5.52e-4","R-HSA-194441~Metabolism of non-coding RNA","SEH1L,SNRPD1,GEMIN2,NUP43,SNRPD3,GEMIN8"
"REACTOME_PATHWAY","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","6","213","53","10908","3.56e-3","1.19e-2","5.80","9.65e-1","8.07e-3","5.52e-4","R-HSA-2173793~Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","CCNT2,MYC,UBE2D3,UBE2D1,RPS27A,UBA52"
"GOTERM_BP_DIRECT","protein neddylation","4","245","21","16251","3.64e-3","6.85e-2","12.63","9.89e-1","6.55e-2","2.47e-4","GO:0045116~protein neddylation","COPS3,COPS6,COPS7A,RBX1"
"REACTOME_PATHWAY","Evasion by RSV of host interferon responses","5","213","33","10908","3.65e-3","1.22e-2","7.76","9.68e-1","8.24e-3","4.12e-4","R-HSA-9833109~Evasion by RSV of host interferon responses","CUL5,ELOC,RPS27A,UBA52,RBX1"
"GOTERM_BP_DIRECT","regulation of circadian rhythm","6","245","69","16251","3.77e-3","6.89e-2","5.77","9.91e-1","6.59e-2","5.99e-4","GO:0042752~regulation of circadian rhythm","TOP2A,DDB1,PPP1CC,PRKDC,MTOR,RBX1"
"GOTERM_BP_DIRECT","protein stabilization","11","245","243","16251","3.77e-3","6.89e-2","3.00","9.91e-1","6.59e-2","1.18e-3","GO:0050821~protein stabilization","CCT3,CCT6A,CCT2,DBR1,UBE2B,VBP1,TCP1,RUVBL1,MTOR,STK3,PDRG1"
"GOTERM_BP_DIRECT","regulation of DNA replication","5","245","43","16251","3.87e-3","6.96e-2","7.71","9.92e-1","6.65e-2","4.51e-4","GO:0006275~regulation of DNA replication","PCNA,DSCC1,ACTL6A,RUVBL1,ESCO2"
