Category,Term,Count,List Total,Pop Hits,Pop Total,P-Value,Benjamini,Fold Enrichment,Bonferroni,FDR,Fisher Exact,Full Term,User Ids,Theme,minus_log10_Benjamini
REACTOME_PATHWAY,AURKA Activation by TPX2,6,184,70,10908,0.00632,0.208,5.08,0.998,0.203,0.00114,R-HSA-8854518~AURKA Activation by TPX2,"NEDD1,DYNC1H1,TPX2,HAUS8,YWHAG,HAUS1",Cell cycle & mitosis,0.6819366650372385
REACTOME_PATHWAY,COPI-mediated anterograde transport,7,184,99,10908,0.00635,0.208,4.19,0.998,0.203,0.0014,R-HSA-6807878~COPI-mediated anterograde transport,"ARF3,DYNC1H1,COPA,COG5,CAPZA1,COG3,ARFGAP2",Membrane trafficking & vesicular transport,0.6819366650372385
REACTOME_PATHWAY,Interleukin-12 signaling,5,184,46,10908,0.00722,0.229,6.44,0.999,0.223,0.00101,R-HSA-9020591~Interleukin-12 signaling,"ARF3,RALA,CAPZA1,LCP1,LMNB1",,0.640164517660112
REACTOME_PATHWAY,Signaling by Receptor Tyrosine Kinases,18,184,529,10908,0.00763,0.235,2.02,1.0,0.229,0.00358,R-HSA-9006934~Signaling by Receptor Tyrosine Kinases,"CD274,RALA,TPH1,ATP6V1G2,NCBP1,NCBP2,BDNF,FN1,EGFR,DNM2,COL2A1,ERBB4,RAPGEF1,STUB1,PIK3C3,RICTOR,STAT6,ATP6V0E2",,0.6289321377282637
REACTOME_PATHWAY,RHO GTPases Activate Formins,8,184,136,10908,0.00793,0.237,3.49,1.0,0.231,0.00211,R-HSA-5663220~RHO GTPases Activate Formins,"DYNC1H1,ERCC6L,ZWILCH,MIS12,KIF2C,CENPO,SKA1,SKA2",Cytoskeleton & Rho GTPase signaling,0.6252516539898961
REACTOME_PATHWAY,Vesicle-mediated transport,21,184,668,10908,0.00838,0.243,1.86,1.0,0.237,0.00427,R-HSA-5653656~Vesicle-mediated transport,"ARF3,DYNC1H1,COPA,RALA,GDI1,COG5,COG3,STON1,TSC2,TSC1,SLC2A4,BICD1,EGFR,ARFGAP2,DNM2,GGA2,CTTN,CAPZA1,CHMP4C,KIF2C,YWHAG",Membrane trafficking & vesicular transport,0.6143937264016879
REACTOME_PATHWAY,Regulation of PD-L1(CD274) expression,9,184,173,10908,0.00871,0.246,3.08,1.0,0.239,0.00263,R-HSA-9909648~Regulation of PD-L1(CD274) expression,"H2AZ1,CD274,RPN2,KMT2A,EPAS1,CUL1,DERL2,ERLIN2,YWHAG",Immune response & host–pathogen interactions,0.6090648928966209
REACTOME_PATHWAY,Diseases of signal transduction by growth factor receptors and second messengers,16,184,453,10908,0.00925,0.254,2.09,1.0,0.247,0.00417,R-HSA-5663202~Diseases of signal transduction by growth factor receptors and second messengers,"CDKN1B,NCBP1,NCBP2,BDNF,FGG,CUL1,FN1,DERL2,PEBP1,TSC2,ERLIN2,EGFR,TGFBR2,ERBB4,SHOC2,RICTOR",Cell signaling,0.595166283380062
REACTOME_PATHWAY,Mitotic Anaphase,10,184,215,10908,0.0103,0.275,2.76,1.0,0.268,0.00347,R-HSA-68882~Mitotic Anaphase,"DYNC1H1,ERCC6L,ZWILCH,MIS12,CHMP4C,KIF2C,CENPO,SKA1,LMNB1,SKA2",Cell cycle & mitosis,0.5606673061697374
REACTOME_PATHWAY,Mitotic Metaphase and Anaphase,10,184,216,10908,0.0107,0.278,2.74,1.0,0.27,0.00362,R-HSA-2555396~Mitotic Metaphase and Anaphase,"DYNC1H1,ERCC6L,ZWILCH,MIS12,CHMP4C,KIF2C,CENPO,SKA1,LMNB1,SKA2",Cell cycle & mitosis,0.5559552040819237
GOTERM_BP_DIRECT,regulation of macroautophagy,5,243,58,16251,0.0109,1.0,5.77,1.0,1.0,0.00172,GO:0016241~regulation of macroautophagy,"BECN1,ATP6V1G2,TSC2,PIK3C3,ATP6V0E2",,-0.0
REACTOME_PATHWAY,Transport of Mature Transcript to Cytoplasm,6,184,81,10908,0.0115,0.293,4.39,1.0,0.285,0.00242,R-HSA-72202~Transport of Mature Transcript to Cytoplasm,"NCBP1,NCBP2,POLDIP3,CPSF3,THOC3,THOC7",Protein & RNA homeostasis,0.5331323796458906
GOTERM_BP_DIRECT,endocytosis,9,243,205,16251,0.0119,1.0,2.94,1.0,1.0,0.0038,GO:0006897~endocytosis,"EPN3,EEA1,CTTN,HEATR5B,STON1,TSC2,PIK3C3,CSNK1G2,DNM2",,-0.0
REACTOME_PATHWAY,G2/M DNA damage checkpoint,6,184,82,10908,0.0121,0.3,4.34,1.0,0.293,0.00257,R-HSA-69473~G2/M DNA damage checkpoint,"BABAM2,RFC4,MRE11,RAD1,RAD9B,YWHAG",DNA replication & repair,0.5228787452803376
